,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
,Близким,315,"26,3%",37,"42,5%",36,"25,4%",15,"39,5%",21,"41,2%",8,"14,5%",12,"13,5%",9,"23,1%",19,"44,2%",21,"30,4%",7,"17,1%",14,"18,9%",8,"14,0%",5,"10,9%",13,"31,0%",36,"32,4%",2,"15,4%",13,"26,0%",11,"29,7%",7,"14,0%",21,"31,8%"
,Не очень близким,561,"46,8%",24,"27,6%",79,"55,6%",18,"47,4%",19,"37,3%",38,"69,1%",46,"51,7%",15,"38,5%",12,"27,9%",31,"44,9%",23,"56,1%",39,"52,7%",35,"61,4%",25,"54,3%",22,"52,4%",39,"35,1%",5,"38,5%",23,"46,0%",17,"45,9%",28,"56,0%",23,"34,8%"
,Совсем НЕ близким,205,"17,1%",17,"19,5%",15,"10,6%",2,"5,3%",4,"7,8%",8,"14,5%",16,"18,0%",10,"25,6%",5,"11,6%",8,"11,6%",7,"17,1%",12,"16,2%",10,"17,5%",16,"34,8%",6,"14,3%",19,"17,1%",0,"0,0%",11,"22,0%",7,"18,9%",13,"26,0%",19,"28,8%"
,Затрудняюсь ответить,29,"2,4%",4,"4,6%",4,"2,8%",2,"5,3%",0,"0,0%",0,"0,0%",8,"9,0%",1,"2,6%",0,"0,0%",3,"4,3%",3,"7,3%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"7,7%",1,"2,0%",0,"0,0%",2,"4,0%",0,"0,0%"
,Отказ от ответа,8,",7%",2,"2,3%",2,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
20.6. С миром в целом,Очень близким,89,"7,4%",3,"3,4%",5,"3,5%",0,"0,0%",7,"13,7%",2,"3,6%",6,"6,7%",2,"5,1%",7,"16,3%",7,"10,1%",2,"4,9%",10,"13,5%",2,"3,5%",1,"2,2%",1,"2,4%",15,"13,5%",6,"46,2%",3,"6,0%",2,"5,4%",0,"0,0%",8,"12,1%"
,Близким,337,"28,1%",43,"49,4%",42,"29,6%",17,"44,7%",20,"39,2%",8,"14,5%",10,"11,2%",13,"33,3%",20,"46,5%",25,"36,2%",7,"17,1%",14,"18,9%",11,"19,3%",6,"13,0%",7,"16,7%",36,"32,4%",2,"15,4%",12,"24,0%",11,"29,7%",10,"20,0%",23,"34,8%"
,Не очень близким,504,"42,0%",17,"19,5%",70,"49,3%",15,"39,5%",20,"39,2%",37,"67,3%",44,"49,4%",14,"35,9%",8,"18,6%",25,"36,2%",18,"43,9%",30,"40,5%",34,"59,6%",17,"37,0%",27,"64,3%",41,"36,9%",4,"30,8%",23,"46,0%",17,"45,9%",26,"52,0%",17,"25,8%"
,Совсем НЕ близким,227,"18,9%",16,"18,4%",17,"12,0%",4,"10,5%",4,"7,8%",8,"14,5%",19,"21,3%",9,"23,1%",8,"18,6%",10,"14,5%",11,"26,8%",18,"24,3%",10,"17,5%",22,"47,8%",7,"16,7%",19,"17,1%",0,"0,0%",10,"20,0%",5,"13,5%",12,"24,0%",18,"27,3%"
,Затрудняюсь ответить,36,"3,0%",6,"6,9%",6,"4,2%",2,"5,3%",0,"0,0%",0,"0,0%",8,"9,0%",1,"2,6%",0,"0,0%",2,"2,9%",3,"7,3%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"7,7%",2,"4,0%",2,"5,4%",2,"4,0%",0,"0,0%"
,Отказ от ответа,7,",6%",2,"2,3%",2,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
21.1. Правительству РК,Да,498,"41,5%",21,"24,1%",51,"35,9%",11,"28,9%",15,"29,4%",32,"58,2%",32,"36,0%",14,"35,9%",25,"58,1%",33,"47,8%",8,"19,5%",21,"28,4%",20,"35,1%",19,"41,3%",29,"69,0%",61,"55,0%",9,"69,2%",21,"42,0%",15,"40,5%",18,"36,0%",43,"65,2%"
,Скорее да,336,"28,0%",42,"48,3%",41,"28,9%",8,"21,1%",13,"25,5%",6,"10,9%",18,"20,2%",11,"28,2%",12,"27,9%",18,"26,1%",15,"36,6%",21,"28,4%",27,"47,4%",17,"37,0%",8,"19,0%",18,"16,2%",2,"15,4%",12,"24,0%",9,"24,3%",20,"40,0%",18,"27,3%"
,Скорее нет,158,"13,2%",10,"11,5%",31,"21,8%",11,"28,9%",7,"13,7%",4,"7,3%",21,"23,6%",2,"5,1%",3,"7,0%",6,"8,7%",7,"17,1%",11,"14,9%",8,"14,0%",1,"2,2%",3,"7,1%",13,"11,7%",2,"15,4%",5,"10,0%",6,"16,2%",5,"10,0%",2,"3,0%"
,Нет,185,"15,4%",12,"13,8%",11,"7,7%",7,"18,4%",14,"27,5%",13,"23,6%",17,"19,1%",10,"25,6%",3,"7,0%",12,"17,4%",9,"22,0%",20,"27,0%",2,"3,5%",8,"17,4%",2,"4,8%",18,"16,2%",0,"0,0%",12,"24,0%",6,"16,2%",6,"12,0%",3,"4,5%"
,Затрудняюсь ответить,23,"1,9%",2,"2,3%",8,"5,6%",1,"2,6%",2,"3,9%",0,"0,0%",1,"1,1%",2,"5,1%",0,"0,0%",0,"0,0%",2,"4,9%",1,"1,4%",0,"0,0%",1,"2,2%",0,"0,0%",1,",9%",0,"0,0%",0,"0,0%",1,"2,7%",1,"2,0%",0,"0,0%"
21.2. Парламенту РК,Да,439,"36,6%",15,"17,2%",47,"33,1%",9,"23,7%",15,"29,4%",31,"56,4%",27,"30,3%",9,"23,1%",22,"51,2%",31,"44,9%",6,"14,6%",20,"27,0%",17,"29,8%",18,"39,1%",26,"61,9%",51,"45,9%",8,"61,5%",17,"34,0%",14,"37,8%",15,"30,0%",41,"62,1%"
,Скорее да,311,"25,9%",36,"41,4%",36,"25,4%",8,"21,1%",13,"25,5%",5,"9,1%",19,"21,3%",12,"30,8%",10,"23,3%",17,"24,6%",12,"29,3%",16,"21,6%",22,"38,6%",15,"32,6%",8,"19,0%",18,"16,2%",2,"15,4%",13,"26,0%",9,"24,3%",20,"40,0%",20,"30,3%"
,Скорее нет,202,"16,8%",17,"19,5%",37,"26,1%",12,"31,6%",7,"13,7%",5,"9,1%",24,"27,0%",4,"10,3%",5,"11,6%",10,"14,5%",8,"19,5%",16,"21,6%",14,"24,6%",2,"4,3%",5,"11,9%",14,"12,6%",3,"23,1%",3,"6,0%",5,"13,5%",8,"16,0%",3,"4,5%"
,Нет,212,"17,7%",14,"16,1%",11,"7,7%",8,"21,1%",14,"27,5%",14,"25,5%",18,"20,2%",11,"28,2%",5,"11,6%",11,"15,9%",13,"31,7%",20,"27,0%",4,"7,0%",10,"21,7%",2,"4,8%",27,"24,3%",0,"0,0%",14,"28,0%",8,"21,6%",6,"12,0%",2,"3,0%"
,Затрудняюсь ответить,36,"3,0%",5,"5,7%",11,"7,7%",1,"2,6%",2,"3,9%",0,"0,0%",1,"1,1%",3,"7,7%",1,"2,3%",0,"0,0%",2,"4,9%",2,"2,7%",0,"0,0%",1,"2,2%",1,"2,4%",1,",9%",0,"0,0%",3,"6,0%",1,"2,7%",1,"2,0%",0,"0,0%"
21.3. Политическим партиям,Да,366,"30,5%",13,"14,9%",38,"26,8%",6,"15,8%",15,"29,4%",31,"56,4%",22,"24,7%",9,"23,1%",24,"55,8%",28,"40,6%",4,"9,8%",10,"13,5%",14,"24,6%",13,"28,3%",23,"54,8%",47,"42,3%",7,"53,8%",12,"24,0%",7,"18,9%",10,"20,0%",33,"50,0%"
,Скорее да,277,"23,1%",23,"26,4%",37,"26,1%",6,"15,8%",13,"25,5%",6,"10,9%",22,"24,7%",10,"25,6%",8,"18,6%",14,"20,3%",8,"19,5%",13,"17,6%",20,"35,1%",10,"21,7%",9,"21,4%",18,"16,2%",2,"15,4%",10,"20,0%",10,"27,0%",21,"42,0%",17,"25,8%"
,Скорее нет,244,"20,3%",24,"27,6%",41,"28,9%",12,"31,6%",7,"13,7%",3,"5,5%",23,"25,8%",3,"7,7%",3,"7,0%",8,"11,6%",12,"29,3%",26,"35,1%",16,"28,1%",10,"21,7%",6,"14,3%",17,"15,3%",4,"30,8%",5,"10,0%",6,"16,2%",9,"18,0%",9,"13,6%"
,Нет,275,"22,9%",20,"23,0%",14,"9,9%",12,"31,6%",14,"27,5%",15,"27,3%",21,"23,6%",15,"38,5%",6,"14,0%",19,"27,5%",15,"36,6%",23,"31,1%",7,"12,3%",12,"26,1%",3,"7,1%",28,"25,2%",0,"0,0%",21,"42,0%",13,"35,1%",10,"20,0%",7,"10,6%"
,Затрудняюсь ответить,38,"3,2%",7,"8,0%",12,"8,5%",2,"5,3%",2,"3,9%",0,"0,0%",1,"1,1%",2,"5,1%",2,"4,7%",0,"0,0%",2,"4,9%",2,"2,7%",0,"0,0%",1,"2,2%",1,"2,4%",1,",9%",0,"0,0%",2,"4,0%",1,"2,7%",0,"0,0%",0,"0,0%"
21.4. Полиции,Да,442,"36,8%",14,"16,1%",48,"33,8%",11,"28,9%",15,"29,4%",32,"58,2%",25,"28,1%",14,"35,9%",24,"55,8%",36,"52,2%",7,"17,1%",15,"20,3%",23,"40,4%",19,"41,3%",26,"61,9%",48,"43,2%",6,"46,2%",18,"36,0%",12,"32,4%",14,"28,0%",35,"53,0%"
,Скорее да,322,"26,8%",38,"43,7%",35,"24,6%",9,"23,7%",13,"25,5%",6,"10,9%",24,"27,0%",7,"17,9%",10,"23,3%",15,"21,7%",15,"36,6%",21,"28,4%",19,"33,3%",10,"21,7%",10,"23,8%",22,"19,8%",3,"23,1%",9,"18,0%",12,"32,4%",20,"40,0%",24,"36,4%"
,Скорее нет,182,"15,2%",10,"11,5%",38,"26,8%",9,"23,7%",7,"13,7%",1,"1,8%",20,"22,5%",2,"5,1%",3,"7,0%",8,"11,6%",9,"22,0%",15,"20,3%",8,"14,0%",7,"15,2%",2,"4,8%",15,"13,5%",4,"30,8%",4,"8,0%",8,"21,6%",8,"16,0%",4,"6,1%"
,Нет,225,"18,8%",20,"23,0%",12,"8,5%",8,"21,1%",14,"27,5%",16,"29,1%",19,"21,3%",14,"35,9%",6,"14,0%",10,"14,5%",8,"19,5%",20,"27,0%",7,"12,3%",9,"19,6%",4,"9,5%",25,"22,5%",0,"0,0%",18,"36,0%",4,"10,8%",8,"16,0%",3,"4,5%"
,Затрудняюсь ответить,29,"2,4%",5,"5,7%",9,"6,3%",1,"2,6%",2,"3,9%",0,"0,0%",1,"1,1%",2,"5,1%",0,"0,0%",0,"0,0%",2,"4,9%",3,"4,1%",0,"0,0%",1,"2,2%",0,"0,0%",1,",9%",0,"0,0%",1,"2,0%",1,"2,7%",0,"0,0%",0,"0,0%"
21.5. Судебной системе,Да,447,"37,3%",13,"14,9%",47,"33,1%",10,"26,3%",15,"29,4%",30,"54,5%",31,"34,8%",14,"35,9%",25,"58,1%",32,"46,4%",7,"17,1%",15,"20,3%",23,"40,4%",18,"39,1%",30,"71,4%",49,"44,1%",6,"46,2%",17,"34,0%",12,"32,4%",21,"42,0%",32,"48,5%"
,Скорее да,288,"24,0%",28,"32,2%",32,"22,5%",9,"23,7%",13,"25,5%",6,"10,9%",18,"20,2%",4,"10,3%",8,"18,6%",16,"23,2%",13,"31,7%",17,"23,0%",18,"31,6%",14,"30,4%",8,"19,0%",17,"15,3%",3,"23,1%",10,"20,0%",10,"27,0%",16,"32,0%",28,"42,4%"
,Скорее нет,191,"15,9%",13,"14,9%",39,"27,5%",8,"21,1%",7,"13,7%",2,"3,6%",20,"22,5%",4,"10,3%",2,"4,7%",8,"11,6%",8,"19,5%",21,"28,4%",13,"22,8%",5,"10,9%",2,"4,8%",17,"15,3%",4,"30,8%",5,"10,0%",6,"16,2%",4,"8,0%",3,"4,5%"
,Нет,240,"20,0%",27,"31,0%",15,"10,6%",9,"23,7%",14,"27,5%",17,"30,9%",19,"21,3%",15,"38,5%",6,"14,0%",11,"15,9%",11,"26,8%",18,"24,3%",3,"5,3%",8,"17,4%",2,"4,8%",28,"25,2%",0,"0,0%",17,"34,0%",8,"21,6%",9,"18,0%",3,"4,5%"
,Затрудняюсь ответить,34,"2,8%",6,"6,9%",9,"6,3%",2,"5,3%",2,"3,9%",0,"0,0%",1,"1,1%",2,"5,1%",2,"4,7%",2,"2,9%",2,"4,9%",3,"4,1%",0,"0,0%",1,"2,2%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,0%",1,"2,7%",0,"0,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
"22. Вы знаете, что-то слышали или ничего не знаете о деятельности добровольцев (волонтеров) в вашем городе (селе, поселке)?",Знаю,492,"41,0%",37,"42,5%",63,"44,4%",17,"44,7%",25,"49,0%",12,"21,8%",37,"41,6%",24,"61,5%",22,"51,2%",28,"40,6%",13,"31,7%",28,"37,8%",28,"49,1%",12,"26,1%",8,"19,0%",45,"40,5%",7,"53,8%",26,"52,0%",17,"45,9%",20,"40,0%",23,"34,8%"
,Что-то слышал(-а),460,"38,3%",38,"43,7%",59,"41,5%",14,"36,8%",6,"11,8%",30,"54,5%",40,"44,9%",10,"25,6%",13,"30,2%",22,"31,9%",20,"48,8%",23,"31,1%",21,"36,8%",19,"41,3%",20,"47,6%",32,"28,8%",3,"23,1%",20,"40,0%",14,"37,8%",22,"44,0%",34,"51,5%"
,Ничего не знаю,242,"20,2%",11,"12,6%",20,"14,1%",7,"18,4%",20,"39,2%",13,"23,6%",12,"13,5%",5,"12,8%",8,"18,6%",19,"27,5%",8,"19,5%",21,"28,4%",8,"14,0%",15,"32,6%",14,"33,3%",31,"27,9%",3,"23,1%",4,"8,0%",6,"16,2%",8,"16,0%",9,"13,6%"
,Затрудняюсь ответить,6,",5%",1,"1,1%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,7%",0,"0,0%",0,"0,0%",0,"0,0%",3,"2,7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
23. Занимались ли Вы когда-нибудь волонтерской деятельностью?,Да,272,"22,7%",12,"13,8%",30,"21,1%",12,"31,6%",12,"23,5%",8,"14,5%",21,"23,6%",8,"20,5%",20,"46,5%",12,"17,4%",9,"22,0%",23,"31,1%",14,"24,6%",8,"17,4%",6,"14,3%",30,"27,0%",4,"30,8%",15,"30,0%",14,"37,8%",9,"18,0%",5,"7,6%"
,Нет,921,"76,8%",75,"86,2%",111,"78,2%",25,"65,8%",39,"76,5%",47,"85,5%",68,"76,4%",31,"79,5%",23,"53,5%",55,"79,7%",32,"78,0%",49,"66,2%",43,"75,4%",38,"82,6%",36,"85,7%",80,"72,1%",9,"69,2%",35,"70,0%",23,"62,2%",41,"82,0%",61,"92,4%"
,Затрудняюсь ответить,7,",6%",0,"0,0%",1,",7%",1,"2,6%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,9%",0,"0,0%",2,"2,7%",0,"0,0%",0,"0,0%",0,"0,0%",1,",9%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
Q24. Что из перечисленного Вам приходилось безвозмездно делать для других людей за последний год?,"Помогать вещами, продуктами",333,"27,8%",39,"44,8%",30,"21,1%",22,"57,9%",10,"19,6%",16,"29,1%",38,"42,7%",13,"33,3%",10,"23,3%",22,"31,9%",14,"34,1%",28,"37,8%",17,"29,8%",8,"17,4%",3,"7,1%",6,"5,4%",6,"46,2%",15,"30,0%",14,"37,8%",8,"16,0%",14,"21,2%"
,Помогать деньгами,413,"34,4%",27,"31,0%",57,"40,1%",15,"39,5%",19,"37,3%",28,"50,9%",31,"34,8%",21,"53,8%",11,"25,6%",27,"39,1%",16,"39,0%",20,"27,0%",19,"33,3%",16,"34,8%",12,"28,6%",25,"22,5%",5,"38,5%",13,"26,0%",10,"27,0%",18,"36,0%",23,"34,8%"
,"Помогать советом, поддерживать морально, психологически",198,"16,5%",14,"16,1%",19,"13,4%",16,"42,1%",5,"9,8%",9,"16,4%",13,"14,6%",8,"20,5%",4,"9,3%",17,"24,6%",4,"9,8%",21,"28,4%",14,"24,6%",9,"19,6%",5,"11,9%",3,"2,7%",2,"15,4%",17,"34,0%",6,"16,2%",3,"6,0%",9,"13,6%"
,Вызывать врача,229,"19,1%",19,"21,8%",21,"14,8%",8,"21,1%",6,"11,8%",8,"14,5%",17,"19,1%",10,"25,6%",3,"7,0%",21,"30,4%",10,"24,4%",10,"13,5%",19,"33,3%",8,"17,4%",4,"9,5%",9,"8,1%",1,"7,7%",12,"24,0%",14,"37,8%",4,"8,0%",25,"37,9%"
,Помогать транспортом,171,"14,3%",9,"10,3%",11,"7,7%",16,"42,1%",7,"13,7%",5,"9,1%",20,"22,5%",10,"25,6%",4,"9,3%",7,"10,1%",3,"7,3%",10,"13,5%",14,"24,6%",7,"15,2%",7,"16,7%",9,"8,1%",4,"30,8%",6,"12,0%",3,"8,1%",8,"16,0%",11,"16,7%"
,Присматривать за чужими детьми,167,"13,9%",16,"18,4%",18,"12,7%",7,"18,4%",6,"11,8%",7,"12,7%",12,"13,5%",7,"17,9%",2,"4,7%",11,"15,9%",3,"7,3%",9,"12,2%",14,"24,6%",11,"23,9%",0,"0,0%",14,"12,6%",2,"15,4%",5,"10,0%",7,"18,9%",7,"14,0%",9,"13,6%"
,Помогать в уходе за престарелыми / больными,138,"11,5%",5,"5,7%",12,"8,5%",9,"23,7%",5,"9,8%",6,"10,9%",9,"10,1%",7,"17,9%",6,"14,0%",8,"11,6%",6,"14,6%",10,"13,5%",8,"14,0%",6,"13,0%",2,"4,8%",16,"14,4%",2,"15,4%",8,"16,0%",5,"13,5%",1,"2,0%",7,"10,6%"
,Помогать в поисках работы,171,"14,3%",5,"5,7%",21,"14,8%",12,"31,6%",5,"9,8%",3,"5,5%",21,"23,6%",10,"25,6%",4,"9,3%",17,"24,6%",6,"14,6%",9,"12,2%",12,"21,1%",7,"15,2%",3,"7,1%",4,"3,6%",3,"23,1%",1,"2,0%",4,"10,8%",3,"6,0%",21,"31,8%"
,"Давать профессиональные консультации, читать лекции, давать уроки",74,"6,2%",4,"4,6%",4,"2,8%",5,"13,2%",4,"7,8%",0,"0,0%",8,"9,0%",3,"7,7%",3,"7,0%",6,"8,7%",3,"7,3%",4,"5,4%",4,"7,0%",6,"13,0%",2,"4,8%",4,"3,6%",0,"0,0%",5,"10,0%",1,"2,7%",2,"4,0%",6,"9,1%"
,"Доставлять на дом продукты, одежду, медикаменты",197,"16,4%",7,"8,0%",18,"12,7%",10,"26,3%",11,"21,6%",18,"32,7%",24,"27,0%",9,"23,1%",8,"18,6%",14,"20,3%",8,"19,5%",11,"14,9%",5,"8,8%",8,"17,4%",7,"16,7%",9,"8,1%",4,"30,8%",3,"6,0%",6,"16,2%",6,"12,0%",11,"16,7%"
,Быть донором,131,"10,9%",10,"11,5%",20,"14,1%",8,"21,1%",12,"23,5%",3,"5,5%",9,"10,1%",6,"15,4%",2,"4,7%",9,"13,0%",4,"9,8%",6,"8,1%",3,"5,3%",8,"17,4%",3,"7,1%",7,"6,3%",0,"0,0%",8,"16,0%",6,"16,2%",4,"8,0%",3,"4,5%"
,Помогать в решении вопросов с официальными учреждениями,35,"2,9%",3,"3,4%",0,"0,0%",2,"5,3%",1,"2,0%",1,"1,8%",5,"5,6%",1,"2,6%",2,"4,7%",5,"7,2%",1,"2,4%",1,"1,4%",2,"3,5%",2,"4,3%",1,"2,4%",1,",9%",0,"0,0%",4,"8,0%",2,"5,4%",0,"0,0%",1,"1,5%"
,Оказывать юридическую помощь,38,"3,2%",1,"1,1%",2,"1,4%",1,"2,6%",1,"2,0%",0,"0,0%",5,"5,6%",3,"7,7%",3,"7,0%",6,"8,7%",2,"4,9%",0,"0,0%",1,"1,8%",3,"6,5%",0,"0,0%",4,"3,6%",1,"7,7%",1,"2,0%",0,"0,0%",0,"0,0%",4,"6,1%"
,Раздавать / распределять материальную помощь,126,"10,5%",2,"2,3%",12,"8,5%",4,"10,5%",8,"15,7%",9,"16,4%",13,"14,6%",12,"30,8%",7,"16,3%",10,"14,5%",6,"14,6%",7,"9,5%",4,"7,0%",8,"17,4%",1,"2,4%",4,"3,6%",4,"30,8%",0,"0,0%",3,"8,1%",5,"10,0%",7,"10,6%"
,Ничего из перечисленного безвозмездно делать не приходилось,151,"12,6%",18,"20,7%",17,"12,0%",2,"5,3%",11,"21,6%",10,"18,2%",8,"9,0%",7,"17,9%",7,"16,3%",8,"11,6%",4,"9,8%",7,"9,5%",9,"15,8%",4,"8,7%",2,"4,8%",14,"12,6%",0,"0,0%",7,"14,0%",3,"8,1%",6,"12,0%",7,"10,6%"
,Затрудняюсь ответить,34,"2,8%",2,"2,3%",7,"4,9%",0,"0,0%",1,"2,0%",0,"0,0%",1,"1,1%",2,"5,1%",0,"0,0%",0,"0,0%",3,"7,3%",3,"4,1%",0,"0,0%",1,"2,2%",7,"16,7%",3,"2,7%",2,"15,4%",0,"0,0%",0,"0,0%",2,"4,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
"Q25. Кто были люди, которым Вы безвозмездно помогали?",Родственники,418,"41,2%",28,"41,8%",54,"45,8%",13,"36,1%",14,"35,9%",15,"33,3%",38,"47,5%",14,"46,7%",6,"16,7%",26,"42,6%",17,"50,0%",31,"48,4%",32,"66,7%",22,"53,7%",9,"27,3%",26,"27,7%",3,"27,3%",19,"44,2%",15,"44,1%",8,"19,0%",28,"47,5%"
,Друзья,308,"30,3%",23,"34,3%",34,"28,8%",13,"36,1%",13,"33,3%",11,"24,4%",29,"36,3%",12,"40,0%",0,"0,0%",26,"42,6%",13,"38,2%",13,"20,3%",28,"58,3%",9,"22,0%",5,"15,2%",21,"22,3%",3,"27,3%",11,"25,6%",12,"35,3%",7,"16,7%",25,"42,4%"
,Соседи,270,"26,6%",15,"22,4%",23,"19,5%",13,"36,1%",10,"25,6%",11,"24,4%",31,"38,8%",8,"26,7%",3,"8,3%",23,"37,7%",11,"32,4%",16,"25,0%",12,"25,0%",5,"12,2%",8,"24,2%",15,"16,0%",4,"36,4%",21,"48,8%",8,"23,5%",7,"16,7%",26,"44,1%"
,Знакомые,367,"36,2%",24,"35,8%",40,"33,9%",18,"50,0%",13,"33,3%",17,"37,8%",44,"55,0%",15,"50,0%",11,"30,6%",25,"41,0%",11,"32,4%",24,"37,5%",17,"35,4%",14,"34,1%",10,"30,3%",23,"24,5%",3,"27,3%",12,"27,9%",14,"41,2%",5,"11,9%",27,"45,8%"
,Незнакомые люди,395,"38,9%",30,"44,8%",48,"40,7%",15,"41,7%",21,"53,8%",21,"46,7%",30,"37,5%",20,"66,7%",14,"38,9%",25,"41,0%",12,"35,3%",19,"29,7%",13,"27,1%",14,"34,1%",20,"60,6%",30,"31,9%",8,"72,7%",14,"32,6%",7,"20,6%",15,"35,7%",19,"32,2%"
,"Коллеги, сотрудники",95,"9,4%",5,"7,5%",6,"5,1%",6,"16,7%",7,"17,9%",2,"4,4%",12,"15,0%",4,"13,3%",4,"11,1%",4,"6,6%",4,"11,8%",3,"4,7%",12,"25,0%",4,"9,8%",0,"0,0%",2,"2,1%",2,"18,2%",1,"2,3%",2,"5,9%",5,"11,9%",10,"16,9%"
,Члены религиозной общины,16,"1,6%",0,"0,0%",1,",8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",5,"16,7%",0,"0,0%",2,"3,3%",1,"2,9%",3,"4,7%",1,"2,1%",0,"0,0%",1,"3,0%",0,"0,0%",1,"9,1%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,7%"
,Участники интернет-сообщества,12,"1,2%",0,"0,0%",1,",8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",5,"16,7%",0,"0,0%",0,"0,0%",2,"5,9%",1,"1,6%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",1,"1,7%"
,"Члены моей досуговой группы, общественной организации",12,"1,2%",0,"0,0%",1,",8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"6,7%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,6%",1,"2,1%",1,"2,4%",0,"0,0%",1,"1,1%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",4,"6,8%"
,Благотворительные фонды,49,"4,8%",0,"0,0%",4,"3,4%",1,"2,8%",2,"5,1%",1,"2,2%",3,"3,8%",8,"26,7%",7,"19,4%",0,"0,0%",3,"8,8%",6,"9,4%",1,"2,1%",0,"0,0%",1,"3,0%",0,"0,0%",1,"9,1%",2,"4,7%",1,"2,9%",5,"11,9%",3,"5,1%"
,Другие,9,",9%",1,"1,5%",3,"2,5%",1,"2,8%",0,"0,0%",0,"0,0%",1,"1,3%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",3,"7,1%",0,"0,0%"
